imo,Title,Type,Country,State,Paid,Registration required,Governmental,Website,Description
83,Government Gazette of Togo,gazette,TG,,FALSE,FALSE,TRUE,http://www.legitogo.gouv.tg/,Online access from 1920-2011.
104,Togolese Copyright Office (BUTODRA),ip,TG,,FALSE,FALSE,TRUE,http://www.butodra.org/,
792,Chamber of Commerce and Industry,business,TG,,FALSE,FALSE,TRUE,http://www.ccit.tg/,No online search is available.
267,Department of Intellectual Property (DIP)  Ministry of Commerce,ip,TH,,FALSE,FALSE,TRUE,http://www.ipthailand.go.th/ipthailand/index.php?lang=en,
509,Ministry of Commerce,business,TH,,FALSE,FALSE,TRUE,http://www.dbd.go.th/corpsearch_test/main.phtml,"Available: search by company name, type or number with basic company information"
760,Stock Exchange of Thailand,business,TH,,FALSE,FALSE,TRUE,http://www.set.or.th/en/company/companylist.html,Available: basic information about listed issuers
833,DBThai,commercial,TH,,TRUE,TRUE,FALSE,http://www.dbthai.com/,Available: company records with information on directors and shareholders is available for purchase after creating an account.
275,National Center for Patents and Information (NCPI)  Ministry of Economic Development and Trade,ip,TJ,,FALSE,FALSE,TRUE,http://www.ncpi.tj/index2.php,
,Centralised Depository of Legal Information of the Republic of Tajikistan,,TJ,,TRUE,FALSE,TRUE,http://www.adlia.tj/ ,"All the decrees issued by Tajik Government since independency. Partial documents are available on the website, but for the full version you need to have an account. One of our partners has it (ask Olga)"
423,Tax Committee,business,TJ,,FALSE,FALSE,TRUE,http://andoz.tj/index.php/ru/elektronnye-uslugi/informatsiya-po-gosudarstvennomu-reestru/reestr-yuridicheskikh-lits,"Search is available by number or name in Russian. Results only list company number, registration date and status (active/dissolved). We have downloaded version on Aleph and csv copy (Olga)"
270,National Director of Human Rights and Citizenship  Ministry of Justice,ip,TL,,FALSE,FALSE,TRUE,http://www.mj.gov.tl/,
48,Tunisian Journal Officiel,gazette,TN,,FALSE,FALSE,TRUE,http://www.iort.gov.tn/WD120AWP/WD120Awp.exe/CTX_4072-30-THkbrsKaiM/Accueil/SYNC_26973531,
102,Tunisian Organism for the Protection of Authors' Rights,ip,TN,,FALSE,FALSE,FALSE,http://www.culture.tn/,
297,National Institute for Standardization and Industrial Property (INNORPI)  Ministry of Industry and Technology,ip,TN,,FALSE,FALSE,TRUE,http://www.innorpi.tn/Fra/accueil_46_4,
663,Registry of Commerce,business,TN,,FALSE,FALSE,TRUE,http://www.registre-commerce.tn/search/RCCSearch.do?action=getPage&rg_type=PM&search_mode=NORMAL,
123,Supreme Court of Tonga,court,TO,,FALSE,FALSE,FALSE,http://www.paclii.org/to/cases/TOSC/,Online access from 1986-2013
131,Land Court of Tonga,court,TO,,FALSE,FALSE,FALSE,http://www.paclii.org/to/cases/TOLC/,Online access from 1999-2013
277,"The Registry & Intellectual Property Office (RIPO)  Ministry of Labour, Commerce and Industries",ip,TO,,FALSE,FALSE,TRUE,http://www.mlci.gov.to/?page_id=1042,
811,Companies Office,business,TO,,FALSE,FALSE,TRUE,http://www.companies.gov.to/cms/banner_template/CNAME,Available: search by company name or number with basic company information
298,Turkish Patent Institute,ip,TR,,FALSE,FALSE,TRUE,https://www.turkpatent.gov.tr/TURKPATENT/?lang=en,Online database of trade registries and patents. English version available.
523,Istanbul Chamber of Commerce,business,TR,,FALSE,FALSE,TRUE,https://bilgibankasi.ito.org.tr/tr/bilgi-bankasi/firma-bilgileri,"Available: basic company information, directors, owners, previous owners, list of notifications published in gazette, whole profile available for download in PDF format. Option for searching by the name of persion (the last one option) is available. "
757,Turkish Trade Registry Gazette,gazette,TR,,FALSE,TRUE,TRUE,https://www.ticaretsicil.gov.tr/,"Basic company information is available, but you have to create an account and login. English version available."
761,Istanbul Precious Metals and Diamond Market,business,TR,,FALSE,FALSE,TRUE,https://www.borsaistanbul.com/en/products-and-markets/markets/precious-metals-and-diamond-markets,Available: a list of all authorized companies with basic company information. English version available.
770,National Electronic Comunication System,business,TR,,FALSE,FALSE,TRUE,https://mersis.gtb.gov.tr/Portal/Home/Index,
180,Intellectual Property Office  Ministry of Legal Affairs,ip,TT,,FALSE,FALSE,TRUE,http://www.ipo.gov.tt/,
636,Companies Registry,business,TT,,FALSE,FALSE,TRUE,https://rgd.legalaffairs.gov.tt/,Available: search by company name with basic company information
752,Trinidad and Tobago Stock Exchange,business,TT,,FALSE,FALSE,TRUE,http://www.stockex.co.tt/controller.php?action=listed_companies,Available: a list of issuers with basic company information
737,Department of Commerce,business,TW,,FALSE,FALSE,TRUE,https://gcis.nat.gov.tw/pub/cmpy/cmpyInfoListAction.do,"Available: only in Chinese (traditional Han), a search by name, English name, address or number"
812,Market Observation Post System,business,TW,,FALSE,FALSE,TRUE,http://emops.twse.com.tw/emops_all.htm,Available: basic information about listed issuers
,"Department of Commerce, MOEA",business,TW,,FALSE,FALSE,TRUE,https://findbiz.nat.gov.tw/ ,Business Information
103,Southern African Legal Information Institute Tanzania Index,court,TZ,,FALSE,FALSE,FALSE,http://www.saflii.org/content/tanzania-index,"Search Tanzanian court records hosted by the Southern African Legal Information Institute. The Tanzania databases include the High Court, Court of Appeal, Labour Court and Numbered Acts. SAFLII is an online repository of legal information based in South Africa."
300,Business Registrations and Licensing Agency (BRELA)  Ministry of Industry and Trade,ip,TZ,,FALSE,FALSE,TRUE,https://ors.brela.go.tz/ors/searchjournalpublic,Download Industrial Property Journals published online each month starting December 2017.
648,Business Registration and Licensing Agency,business,TZ,,FALSE,FALSE,TRUE,https://ors.brela.go.tz/orsreg/searchbusinesspublic,"Free search using company name to see its registration number, address and status. You will only get results for companies that registered in the Online Registration System or transferred their data to the electronic registry. For information about other business names and companies registered users can request a custom search online."
464,Ukrainian Public Procurement,regulatory,UA,,FALSE,TRUE,TRUE,https://tender.me.gov.ua/EDZFrontOffice/menu/en/;jsessionid=e6587fd4a2ef4f1a77b7f2e99f2a,"A registry of all public procurements. It is searchable be the executive, by the state branch, by the contract number etc."
465,State Enterprise Information Resource Center,business,UA,,FALSE,FALSE,TRUE,https://usr.minjust.gov.ua/ua/freesearch,Official registry for Ukrainian companies. Current information about companies available. Historical information is can be bought by Ukrainian citizen (Ukrainian credit card needed).
482,Unified State Register of Court Decisions,court,UA,,FALSE,FALSE,TRUE,http://www.reyestr.court.gov.ua/,"State court rulings available for search by: name, case number, court code (Only with Ukrainian IP)"
,Youcontrol,business,UA,,TRUE,TRUE,FALSE,https://youcontrol.com.ua/,Commercial database with some details for companies (has the historical information).
703,The State Commission for Regulations of Financial Services Markets,regulatory,UA,,FALSE,FALSE,TRUE,https://bank.gov.ua/supervision,"A registry of all participants on financial market, auditors, banks, commissions, etc."
785,Ukrainian Stock Exchange,business,UA,,FALSE,FALSE,TRUE,http://www.ux.ua/en/,A list of members and basic issuers information.
,Nomer.Org,directory,UA,,FALSE,FALSE,FALSE,http://nomer-org.me/,"Unofficial database of citizens in Russia and Ukraine. Includes names, phone numbers, dates of birth and addresses (should verify with additional sources)"
28,Registration and Services Bureau,business,UG,,FALSE,FALSE,TRUE,https://brs.ursb.go.ug/brs/pro/bnr/searchname,Uganda Registration Services bureau allows a basic search that yields limited company information.
60,Uganda Legal Information Institute,court,UG,,FALSE,FALSE,TRUE,http://www.ulii.org/ug/judgment/supreme-court,A searchable database of Supreme Court decisions from 1998-2019.
114,Commercial Court of Uganda,court,UG,,FALSE,FALSE,FALSE,http://www.commonlii.org/ug/cases/UGCommC/,A searchable database of Commercial Court decisions from 2000 to 2007.
,"European Commision E-Justice
",business,UK,,FALSE,FALSE,TRUE,https://beta.e-justice.europa.eu/106/EN/business_registers_in_eu_countries?UNITED_KINGDOM&member=1,"European Commission overview of the UK business registry, including links to the registry, description of how to search and what can be found as well as legislation behind it."
3,Companies In The UK,commercial,UK,,,FALSE,FALSE,http://www.companiesintheuk.co.uk/,Available: basic information about companies + the number of companies registered at a certain address.
279,Intellectual Property Office  Information Centre,ip,UK,,FALSE,FALSE,TRUE,http://www.ipo.gov.uk/,"Intellectual property information and databases such as trademarks, patents, copyright, etc."
http://administrativeappeals.decisions.tribunals.gov.uk//Aspx/default.aspx,Tribunals Judiciary,court,UK,,FALSE,FALSE,TRUE,http://administrativeappeals.decisions.tribunals.gov.uk//Aspx/default.aspx,"A searchable database of UK Administrative Appeals Decisions up until December 2015. You can search by date, case, or category, or view the most recent decisions."
,UK Administrative Appeals Tribunal Decisions,court,UK,,FALSE,FALSE,TRUE,https://www.gov.uk/administrative-appeals-tribunal-decisions,"Find decisions on appeals to the Upper Tribunal (Administrative Appeals Chamber), including social security and child support appeals from January 2016 onward."
